x,y,z,category
0.4682282775830928,-0.9942761501533215,-0.21354795208526878,-1
0.6494480414927901,-0.22901981689867967,-0.48332836429052817,-1
0.21181510195229758,-0.2821543183727344,-0.6429378534033927,-1
0.3250739745252016,-0.7340237544148789,-0.13564254790742836,-1
-0.22058974056062253,0.8540194751983639,-0.4542302454034295,-1
-0.4524774770710882,-0.07338639610381303,-0.17784379125504657,-1
0.326310524786126,-0.9363858953554403,0.2567042892059015,1
0.10962502133157015,-0.6904605297006645,0.9155352015829912,1
0.9813990022089654,-0.5184007209784613,-0.22034143142967522,-1
0.5873985462746183,0.8483895244409447,0.10965229846269664,1
-0.9011269138388431,0.9659344357459048,0.3321128955394288,1
0.3156175619066899,-0.02730217719290473,0.038402400585104246,1
0.3964040669450437,-0.10097082537347912,0.47617952924275375,1
0.49816065951714705,-0.46515333232217704,0.7306904261842371,1
-0.35587088011935775,-0.007386260057217875,-0.7762574478344837,-1
-0.7509939331868545,-0.04690933288095911,-0.5511721302749026,-1
-0.2738623723598572,-0.6518527738818247,0.07792246881335085,1
-0.8210806922797853,0.09491168711732745,0.5215956967298532,1
0.3791969434575606,0.9439157436793473,0.9929479716310585,1
-0.4664734649800415,-0.37593470275597674,-0.6529158049677752,-1
-0.11073977900160648,0.9980427913306185,-0.7628059057672429,-1
-0.12279867400918909,0.35067624072972925,0.5537578560040715,1
0.9809381192242286,-0.5398419946436894,-0.8038823963719699,-1
0.8924879664614391,0.05514761430491788,-0.6873957430224911,-1
0.8216167254733524,-0.22665165682738242,-0.1470699194980316,-1
-0.7324971347388798,0.06980373984049582,0.4564454109695486,1
-0.9665088766301793,0.8580058474780339,-0.49098786862663557,-1
-0.8063440633346697,-0.4188019290806331,-0.11215318908994965,-1
-0.0325794235496637,-0.21620037112519164,0.7188466106692755,1
0.14111962806292566,-0.18122568941019046,0.41394662020872475,1
-0.9751434665224445,-0.24795154293680266,0.6775042604755253,1
-0.09465302837589928,-0.5114406387980339,-0.48996669448188035,-1
0.06236915224826478,-0.33459090444155937,0.750129902499485,1
-0.7823060343299477,0.6335429945127058,-0.9125288661461011,-1
-0.827237321808256,-0.6092301405346356,-0.42057819015164166,-1
-0.801930842606243,-0.3750320315806368,0.9618134423956364,1
-0.22574267541372972,0.7402043484305181,-0.09486216473322306,-1
0.2314568616204271,-0.4101093284076649,0.915619628330566,1
0.587334068688331,-0.7773044213040727,-0.5565539400395716,-1
0.13336615660196638,0.6050980492579923,0.09746255884145216,1
-0.05275603229030801,-0.051196999544106836,0.7592188997447118,1
-0.4359594638321169,0.909691991924737,0.7640508557041412,1
0.45512518654704825,0.4274864689445357,0.8457745648467843,1
0.16982843748416876,-0.7569730992037931,-0.085673892551406,-1
0.08333932188549165,-0.11740364396559144,0.4598178176876824,1
-0.17327266104732963,0.35224453610758055,0.2505138524130657,1
-0.939784071329075,-0.7809993178710848,0.4113632059253687,1
-0.20554551711761082,-0.2615805926472048,-0.7306580124215023,-1
-0.8330740767640881,0.18344558884805906,-0.3533478220825603,-1
0.6417401191656114,0.4776662152346083,-0.8215730820856193,-1
-0.3970538119202074,0.6883122112371443,-0.5265915999590132,-1
-0.7435705910827026,0.2163571943925493,0.4234522787060455,1
-0.9242322793903253,-0.4684484638267383,0.8741880211292168,1
-0.3833547627358913,-0.2259438135948746,-0.26679162870453776,-1
-0.4196968839862121,0.2469921000271722,0.3529885113380913,1
0.281523436085688,-0.23874102741732095,-7.07108296977843e-05,-1
-0.09943626045325948,-0.6315159427435093,-0.38085210180260387,-1
0.2737720399795842,0.43678225763140865,-0.4498885076123582,-1
0.5654121164953894,-0.7859446215558952,-0.47828855769977774,-1
-0.20741821555709294,0.6909355181166554,-0.3660394627879786,-1
-0.05578069677524722,-0.7402480831296836,-0.9768726563454886,-1
-0.6335434376236233,0.9159883777710349,0.8087778109015393,1
-0.8546883516518078,0.6396043580272965,-0.11694818385190597,-1
-0.7193378694055443,0.7424751128113758,0.7960018602937364,1
0.7352909146331115,-0.2514400924798228,-0.7713327564028358,-1
-0.8669181521016873,0.1303801365327908,0.2971623952560618,1
0.06311430069270663,-0.6730219564379945,0.05613413573468917,1
0.44881220041852443,-0.6636474200328077,-0.9607173174827837,-1
0.7392866083817331,0.1353612061608127,0.4958678203910294,1
-0.36770683991588005,-0.36116443031530543,-0.6594545449618621,-1
0.33819686653153314,-0.558098757698178,-0.33353896954508366,-1
0.20630675113505026,-0.7235728337219229,0.40407166543979334,1
0.9954405412966478,-0.4802299573104958,0.5673248956065047,1
-0.5139681512070835,-0.17386845033460618,0.004400525526403687,1
0.5876431780533504,0.2302709685842963,0.618807026101067,1
-0.5879110639366447,-0.031462042821976066,-0.4218362651831764,-1
-0.47601063919628905,-0.16809596320748876,-0.33111856181964927,-1
-0.20442146376236892,0.4455045777454205,0.09615437780322811,1
-0.6515399402677806,-0.8609812964506414,-0.18213725625278787,-1
0.5879394311322734,-0.5855554412119137,0.9313963787604713,1
0.1715964092289115,-0.592365108877813,-0.7814720981369196,-1
-0.10467204654520401,0.8313558186535943,0.2303152545494258,1
-0.2701747644845349,-0.29219038678487874,0.7233947263772709,1
-0.9139774558525073,-0.8877006451798115,-0.9131046087006358,-1
-0.1175388562088191,0.7723486819818963,0.526486674847799,1
-0.10337837433942054,-0.19206964319450925,0.37237723509277076,1
-0.05382621598816639,0.5802402417162427,0.1458470214587957,1
-0.06697702719939591,-0.02397086577755214,0.7479823661156342,1
-0.8910063608455376,-0.516582481760967,-0.656635392169538,-1
0.2943061514604739,0.2886135019494114,0.07826715324103883,1
-0.44590245644075766,-0.914786164397839,-0.7373677450007712,-1
-0.09565336740780905,-0.5223826819684325,-0.9318426075675641,-1
0.7427994093835122,-0.4395090493750855,-0.5107806300827573,-1
0.9433884204365781,-0.8909786247848075,0.10823684665333255,1
0.6441096524751637,-0.3829299966097628,0.7997529459052826,1
0.924573666265091,-0.28717407655613436,-0.6282518223712612,-1
0.4883515991470391,0.5775078832419571,0.6240811773335913,1
0.75954332318243,0.7319236750204616,-0.8483537060585218,-1
-0.49725160080509134,-0.16998706278589326,-0.8561874152730657,-1
0.6094346277978815,-0.19145583878053185,0.7570481394840316,1
-0.07450659556593253,0.07890007671187527,0.8923511898063343,1
