x,y,z
5.7862751281362925,5.997736815100434,6.567053047003006
8.978110167393869,0.4013516482150936,3.404238263648982
5.022498561765852,1.5577702159506013,6.558769653698696
0.5892432020537608,1.226591372252861,0.8727785364398399
1.436299233339412,5.003645801416351,2.4788374645052613
3.5486998885492813,8.63015377086354,1.0023492093198605
1.1513649230894518,7.9502030151750125,4.65698949500439
1.4658644676568866,6.179964393874871,5.141610095275892
5.933708951960584,3.399857962925216,5.925338904256652
4.8370064049824215,6.859079718978394,6.935200036104931
5.823753290200743,6.539990989073111,6.723415174896554
1.3230161190798606,9.786458946253639,5.04780848296039
7.697104516989421,2.275416252791044,1.5662006522822591
7.203114168720482,8.985601692484796,4.250794532599748
6.508676576022875,6.493150757062293,5.427363440310591
5.905919689891272,2.9307195609539374,8.373744770909937
2.5756108558986113,2.3897681963422834,4.995807479170509
6.317378088467848,5.606125123786051,6.7909640492423575
4.625951292445024,5.353910807046397,0.5645700127231579
9.178226459785078,7.014130066634511,1.1949120976367622
0.42889111895954457,2.4209977858634635,5.594810200204805
6.976820895755438,0.18338769546457967,2.9221200512377496
3.7032911089019738,9.223388870822669,7.175123572867759
2.135546603111692,4.095874770853083,3.5234933700448243
8.91803233110182,7.910873464293102,8.366711788729365
9.50882176597023,5.776669380659822,7.175839732617405
4.805217953343066,6.012076739160448,1.5369050346843682
6.064185049999935,9.304987952931526,8.61628321111348
3.1122551038184243,9.879923022685244,2.1196761611999237
7.131950358604673,8.13735855049363,6.034347744705128
0.3752085930174076,9.72736452828294,3.736596431742832
9.434177434901725,9.690018614053436,1.3779186298157198
0.07024463732538289,6.776177943050832,7.53171403343329
8.284972071630822,0.9335088631551802,1.1761179019886836
6.560894912372284,3.7435095961730647,6.780119397558085
4.402768627250172,6.6948376822982025,1.8464378773635182
6.1789697966274595,4.201709878148948,2.21410001295433
9.590644252290287,0.06701332905062918,3.720417449587349
8.451441791577999,3.9826764034533477,1.0776151931875089
4.943318692408198,3.820460786505828,9.878989668084124
2.0894339037255163,7.331032798420304,7.251261830812066
5.492536458823519,9.839796005442492,7.949085378440514
5.63020519585289,4.640305193113477,3.0361051877395537
0.1870725105193305,7.924668433739196,8.098232484360363
0.8153329774638851,6.47057612550774,1.5797178365311582
6.810210207295323,8.041559531097533,3.024774550445052
3.0292044871329358,4.541807115626474,3.8828302930472347
8.859874761458022,6.037031362284181,0.8053034470556797
6.27834118162911,4.707217514354567,4.2415286784976525
6.89177910766242,8.407902404238932,4.867661791360726
7.327426539346491,2.158288695275097,9.729859266572271
6.9260542852035165,2.1499317408015983,0.7404814339390309
0.7997001731618736,2.9768888976476546,4.663961549024769
9.017025579245201,7.073110793088705,9.986490399216233
6.954097791181004,1.672697415084906,6.140066228038158
5.110538153217098,8.198630660843945,3.6387811477874954
1.7455381797667424,3.112859903657755,9.984068871316357
1.7497475163367793,2.6333416948520707,7.171304558613958
2.931546507898548,0.6415740921686719,0.4426858470593453
1.0543593414845076,2.6911715250232513,6.828690666576067
4.590845593502857,6.811765166678216,8.920120488251683
3.6117736296541567,2.203109295018706,0.18767888325457616
6.505032023993154,0.944079371195824,3.0502754468342683
5.860868174937831,2.3674299345670056,0.8022021024625381
7.331922141352525,7.868035725826194,7.058466456616354
6.130256465055829,5.074547083161955,1.2851685108489375
6.335583158998302,9.820050909431346,6.865025774565888
9.773347757251534,5.987324915447493,8.00252842784796
5.470879157611501,4.015456370472004,5.98385909452675
5.738322559336414,0.13253212520574986,6.465278272896441
1.33746280861324,0.29297670288463973,5.6966453186778185
9.161696559300449,6.041678398630656,3.321515258298129
3.165814188988313,7.074493145151305,0.13781264502102486
9.088294238484822,0.15568732208479874,4.06382429667786
7.308742276007446,1.7666997322197076,1.3522299712803776
0.5280662267156755,4.0167764241579365,2.149120960364993
3.3985310077463904,0.5033005760403353,7.151202116540883
2.9240031075052064,0.5743674595776727,1.9209867234292066
5.590509764601847,5.388321022595727,1.5054640258585683
7.240989787097398,9.84476387206373,1.7554610688296601
3.6550311758749987,6.178273968268715,7.746253668700234
5.801928429387501,5.117962508757587,9.766721862194442
1.6211691089190206,3.4980734627905052,8.332925067874898
9.195186885574115,7.109545563603522,3.267122464347565
1.1308927842571381,9.854172300285594,5.445779416558113
1.750243121081938,8.257302354823642,4.8622766442473555
0.9930994962593453,5.2548852361409395,4.934321479278353
3.4856702904167634,6.184271564242911,4.8822214467794876
1.1650342031490424,9.893392437216052,1.724304527444196
5.822491665878316,3.556519698933258,7.759748288000191
7.510319209602717,4.7848122300299725,3.048430464759615
1.3459654317244651,8.781720535858723,9.332978614077206
3.441330574700263,3.347520657752127,4.796040802621673
1.5930556485920844,0.4524620196812379,6.282755470800948
0.27365028206249753,7.197483577670029,4.211897870016699
0.4081645792516786,4.752928845224275,5.680042457968374
2.7917709530502544,7.789108175966719,9.717749065440268
0.48660855121304025,1.3813717986521956,1.7070980928378365
6.541378354897901,4.197739740388684,7.418665313259484
6.910403693437467,4.662611508899529,8.698111756778493
